CustomerID,Recency,Frequency,Monetary,Cluster,DistanceToCentroid
13127,78,1,259.17,1,0.4212518326748928
13130,95,1,64.0,1,1.169254972985305
13131,24,3,1073.3,0,0.1835106239200215
13132,262,1,77.3,1,1.1408500247498938
13133,274,2,109.8,1,0.9952553551889616
13134,86,4,1793.58,0,1.026375259776877
13135,197,1,3096.0,1,2.0140901697131213
13136,57,5,2607.61,0,1.1232470067186917
13137,11,8,3603.29,2,0.438280248793309
13138,23,6,962.39,0,0.7782901934040639
13139,17,7,5064.94,2,0.7204223116722377
13140,109,3,422.47,1,0.9109621018135378
13141,85,5,2388.75,0,1.2467591144744925
13142,20,1,307.09,1,1.4053700995228617
13144,333,1,110.95,1,1.0266168514811154
13145,40,4,618.52,0,0.48955714035071135
13146,27,1,228.91,1,1.1881363790330188
13147,11,4,712.8,0,0.7622745883210047
13148,30,12,3683.26,2,0.8139843134889813
13149,15,4,1676.06,0,0.7205463764003948
13151,296,1,1257.87,1,1.42107330645034
13153,6,1,486.22,0,1.6192115304389714
13155,34,4,971.76,0,0.30403708861947365
13157,50,4,1741.22,0,0.7175087007303459
13158,95,4,1201.06,0,0.9708204262843881
13159,9,4,1429.35,0,0.9352941760549528
13160,23,1,91.8,1,1.5494021698756812
13161,314,1,112.75,1,0.9862999883379809
13162,123,4,1688.29,0,1.236453905788432
13165,47,2,1021.48,0,0.6174894879006142
13166,284,1,417.2,1,0.7379144473510805
13167,19,4,779.33,0,0.4187107282794487
13168,37,4,1299.59,0,0.4343826124188737
13169,64,2,712.88,0,0.8032204153687871
13170,27,1,108.81,1,1.3788665521205665
13171,22,3,468.41,0,0.5758708812576475
13173,5,2,353.65,0,1.5146566175787255
13174,17,3,2738.82,0,0.9549321592878439
13176,47,1,481.49,1,0.9156761668599044
13177,65,1,282.45,1,0.5490938218876695
13178,27,11,5725.47,2,0.7652690003512143
13182,46,1,121.18,1,1.0097048712104708
13183,8,9,3957.78,2,0.3034369797226265
13184,15,10,1667.95,2,0.8000654964412919
13185,268,1,71.4,1,1.2034845930553453
13186,40,3,1575.89,0,0.5066646958106293
13187,338,1,236.02,1,0.7732058987152193
13188,12,1,114.6,1,1.8864479317251361
13189,19,2,260.68,0,1.158150427192172
13192,96,2,911.94,0,1.0347302892046981
13193,62,1,112.08,1,0.8978004964144098
13194,136,1,60.7,1,1.1900785557805762
13196,12,4,1797.78,0,0.8655626515456778
13198,11,6,3401.24,2,0.8051863826093473
13199,4,37,9802.12,2,1.927108641460247
13200,20,4,870.09,0,0.37300644595024457
13203,10,4,869.46,0,0.7978743448899974
13207,16,2,250.26,0,1.2234197515415197
13208,60,5,1193.17,0,0.8035511248248112
13209,31,8,5891.61,2,0.9639931397877775
13210,94,1,353.48,1,0.3828590233788492
13211,11,3,1095.42,0,0.700183386636363
13212,20,3,786.83,0,0.2903899716985729
13213,57,5,1520.58,0,0.8505056954320022
13216,268,1,333.74,1,0.6271931655627048
13217,123,3,533.98,1,0.9966914067177584
13218,128,1,62.64,1,1.1645218013754188
13220,79,4,819.29,0,0.819301998677197
13221,241,2,844.86,1,1.124394866150106
13223,201,2,163.2,1,0.6537006370225203
13224,61,2,2152.95,0,1.0137368007126526
13225,4,7,6463.84,2,0.9112961224891184
13226,274,1,108.21,1,0.9416113573736627
13227,202,1,257.7,1,0.40177884766366356
13228,82,1,358.0,1,0.458161095634294
13229,226,1,160.95,1,0.620840901910943
13230,5,14,2755.63,2,0.65606301976886
13232,13,7,1327.75,2,1.107405578918269
13233,75,2,605.12,1,0.8733703896294056
13235,213,1,1031.07,1,1.177227666327591
13236,25,2,744.85,0,0.5184631420136001
13238,18,4,700.73,0,0.47943428370293967
13239,262,1,329.56,1,0.6086553237540918
13240,97,4,648.7,0,1.002065088983294
13242,113,3,270.4,1,0.8262108282827256
13243,204,1,585.12,1,0.7572525892337296
13244,93,1,121.74,1,0.6925662927777756
13245,51,1,430.5,1,0.8194077933894851
13246,19,6,1961.52,0,1.0183464138339762
13247,18,4,501.12,0,0.6480877332164243
13248,125,2,465.68,1,0.6049421233870808
13249,93,3,711.41,0,0.917378559819283
13253,157,2,1030.4,1,1.1737709552205629
13255,10,2,399.51,0,1.1147165353768507
13258,12,3,672.83,0,0.6735487592472467
13259,62,1,283.18,1,0.582501752406098
13260,62,1,557.62,1,0.8339420954803756
13261,269,2,944.1,1,1.2356974903437719
13262,264,1,200.29,1,0.6281029540756962
13263,2,34,7411.71,2,1.9181370928330284
13265,54,5,2092.66,0,0.9776829714152561
13266,12,12,3834.26,2,0.19305392321778705
13267,3,19,4521.49,2,1.079630465836213
13268,18,10,3152.71,2,0.49427050604653205
13269,2,15,5343.28,2,1.0959208935385774
13270,367,1,590.0,1,1.050035161106691
13271,38,1,211.49,1,0.9503012394283834
13272,32,2,276.56,0,1.0818260297182751
13273,114,1,138.98,1,0.5565945960704081
13276,64,2,590.93,0,0.854146978408363
13277,16,4,258.4,0,1.1332320697691594
13278,41,1,542.73,1,1.0510693095245696
13279,79,1,137.75,1,0.6644425255334216
13280,123,3,798.46,0,1.1112937453152185
13282,19,3,1132.14,0,0.34187997540528225
13283,60,2,93.66,1,1.081879775803272
13284,331,1,201.19,1,0.7834528379744777
13285,24,4,2709.12,0,0.9169248998675807
13291,156,1,361.11,1,0.3534371356608575
13292,39,2,578.94,0,0.6531523585354898
13294,190,2,873.74,1,1.0829189777013455
13295,360,1,201.2,1,0.8432080217759873
13296,138,1,87.4,1,0.9070652533691652
13297,8,4,2089.85,0,1.1504737248152412
13298,2,1,360.0,0,2.183748908528722
13299,269,1,142.5,1,0.7780179237524539
13300,170,1,371.89,1,0.402017213407677
13301,104,4,600.19,0,1.0692950597651272
13302,156,1,63.75,1,1.160973900425412
13304,352,1,300.42,1,0.8045438548455838
13305,5,10,2000.86,2,0.7555899439726047
13307,121,1,15.0,1,2.2672264119796464
13308,23,3,1385.51,0,0.3677677079298286
13309,8,5,1456.79,0,1.1136919065456925
13310,29,3,1132.03,0,0.17785874383392689
13311,5,2,598.57,0,1.3506659228626594
13313,23,5,1555.32,0,0.6992016553173461
13314,2,3,775.94,0,1.7507111564012954
13316,38,4,5732.93,0,1.5112377140667497
13317,67,6,2273.68,0,1.2349024098811412
13318,2,3,640.76,0,1.7693648723103577
13319,6,26,10845.55,2,1.46283274117668
13320,79,4,1532.2,0,0.9114717753204393
13321,73,2,567.36,1,0.8446677574100856
13322,18,1,199.48,1,1.4930822481216983
13323,4,5,787.85,0,1.4610079037454704
13324,37,10,7121.95,2,1.0550339684632293
13325,82,1,675.3,1,0.847189829627967
13327,39,8,3627.77,2,1.0831266122419336
13328,317,1,1308.48,1,1.4729828870992179
13329,32,2,789.0,0,0.505071268199492
13330,93,3,1140.93,0,0.9104628757681771
13332,15,1,350.9,0,1.4042408973082057
13334,83,3,3502.32,0,1.3445994349841295
13336,78,1,795.12,1,0.9794329506131109
13338,158,1,437.02,1,0.47766505330341874
13339,201,1,860.12,1,1.0276724991832094
13340,46,7,10736.48,2,1.4755589450094446
13341,261,1,775.85,1,1.0408725535067864
13343,178,1,303.43,1,0.33950506681517956
13344,68,3,2511.69,0,1.0415477039965475
13345,288,1,339.5,1,0.6810123292025939
13347,71,1,291.36,1,0.4912395224590508
13348,65,1,233.76,1,0.5551640459622162
13349,11,1,197.32,0,1.7750736469970196
13350,17,2,879.12,0,0.6100783052751791
13351,67,1,323.94,1,0.5500876100500525
13352,61,1,347.98,1,0.6313005026150987
13354,72,1,743.53,1,0.956844880106641
13355,123,1,674.7,1,0.7781286428784084
13356,81,1,768.24,1,0.9438013591190156
13357,258,1,609.4,1,0.8809665091614772
13358,269,1,389.03,1,0.6766173799951298
13359,64,1,389.56,1,0.6385283811551572
13362,10,4,3090.74,0,1.258448433895927
13363,18,2,892.5,0,0.5850599529656102
13364,72,1,134.96,1,0.7173004599058667
13365,34,2,2225.37,0,0.8685506615514387
13366,51,1,56.16,1,1.428731242652342
13368,257,2,573.4,1,0.9110956109734399
13369,366,1,258.28,1,0.8269847846780943
13370,372,1,754.87,1,1.1889789704987583
13372,90,1,328.64,1,0.37283570780454794
13373,61,3,3312.25,0,1.1802401957388007
13375,89,1,778.65,1,0.9303170341878146
13376,100,3,869.76,0,0.949777563291925
13379,27,3,572.56,0,0.38692228423266073
13381,32,6,3639.31,2,1.1597649945393647
13382,281,1,222.99,1,0.6471346542977491
13384,31,7,4151.93,2,1.0123050081172333
13385,330,1,534.57,1,0.939514247968382
13388,132,2,677.1,1,0.8544507407209194
13389,12,3,797.96,0,0.6353026952557628
13390,75,1,544.08,1,0.732224995879096
13391,204,1,59.8,1,1.2527997994099866
13394,2,8,2520.02,2,1.1459591569535081
13395,186,1,307.72,1,0.368762824381135
13396,30,2,1360.99,0,0.5767455917680407
13397,73,5,1544.13,0,0.9813484772983944
13398,193,1,457.34,1,0.5759848155500058
13402,128,2,621.23,1,0.7935442738467846
13403,18,1,75.0,1,1.7857466547664165
13404,2,2,252.49,0,2.0859082993547675
13405,205,2,557.45,1,0.8051957654605156
13408,2,62,28117.04,2,3.0480150506110855
13410,25,5,1003.06,0,0.5482260507684091
13411,108,1,213.55,1,0.28889774019825587
13414,134,3,1390.5,0,1.2166229895022342
13416,44,2,712.5,0,0.6176094865513754
13417,5,2,640.83,0,1.337716930490067
13418,12,18,6127.43,2,0.7599052833211815
13419,64,1,221.06,1,0.5753443495485655
13420,150,2,159.85,1,0.5794829050508588
13421,41,2,1823.21,0,0.780923311958185
13422,65,1,2626.3,0,1.5019262738528987
13425,109,3,1624.21,0,1.1121391464492214
13426,1,10,3641.32,2,1.309030048259899
13427,20,3,582.6,0,0.4507149489426048
13428,11,1,201.78,0,1.762674920970099
13429,11,4,1006.8,0,0.7378167202725611
13430,19,2,679.45,0,0.6135245155574586
13431,68,2,1269.1,0,0.8532028494962917
13434,75,2,534.24,1,0.7998354289405626
13435,6,7,3809.89,2,0.6842272888578811
13436,2,1,196.89,0,2.3939436359471844
13437,15,7,3408.06,2,0.6772499394694289
13439,256,1,283.71,1,0.568536718546539
13441,92,1,296.64,1,0.3293536356813213
13447,24,3,1129.14,0,0.21317776727328874
13448,17,6,3534.69,2,0.8834319432147468
13449,24,1,291.88,1,1.2707181086165724
13450,27,6,2043.72,0,0.9969837217539049
13451,27,5,2898.26,0,1.0675172639607229
13452,260,2,590.0,1,0.9320059935531617
13453,166,2,356.98,1,0.5073977957865553
13455,25,2,1058.34,0,0.5027666664301834
13456,18,6,1766.72,0,0.9829775896021812
13458,8,14,9646.57,2,0.7685353357622297
13460,30,2,183.44,1,1.1951945630400445
13461,39,3,1445.0,0,0.4380622864029036
13462,253,1,151.5,1,0.7130486635543437
13464,59,1,674.68,1,0.9718305468897365
13466,185,1,307.9,1,0.36573426247753293
13467,11,2,1071.91,0,0.8448896138575668
13468,2,37,5704.97,2,1.9806873621100203
13470,100,2,165.0,1,0.5786153326651406
13471,2,4,2501.84,2,1.6676237632625817
13473,61,2,422.64,1,0.7823870058034119
13474,237,1,226.84,1,0.525288825981171
13475,192,4,1431.78,0,1.509704264087627
13476,179,2,1238.47,1,1.328191994773634
13477,38,6,1454.58,0,0.874338352057189
13479,201,2,300.95,1,0.5382274120895545
13481,46,5,1804.56,0,0.8433683425803629
13482,233,1,184.64,1,0.5754967259047087
13483,66,1,140.34,1,0.7369390047971572
13484,242,1,313.8,1,0.5434854946517845
13485,234,1,454.24,1,0.6640931621080279
13486,79,3,1122.41,0,0.7871698894086198
13487,58,3,575.4,0,0.6574062669826409
13488,18,13,8968.31,2,0.7845112682033519
13489,106,4,449.52,0,1.176784414680588
13491,52,10,1215.82,0,1.5126805429450354
13494,312,1,316.26,1,0.7236001693086948
13495,8,5,2044.87,2,1.1709945700027118
13496,11,2,653.33,0,0.8799101635629313
13497,283,2,348.05,1,0.7590568229923778
13499,18,5,1159.11,0,0.6571666363983365
13500,24,3,1166.77,0,0.23413642658223605
13502,17,3,292.0,0,0.9955073682584669
13503,72,1,216.85,1,0.5008668629326437
13504,65,1,295.93,1,0.5539976255723831
13506,317,2,458.52,1,0.9140189292645323
13507,4,4,2479.16,2,1.4720225963653946
13508,244,1,110.97,1,0.8736461122300646
13509,9,6,964.72,0,1.122379389497682
13510,2,4,1791.56,2,1.75284865785729
13512,261,1,251.21,1,0.5808927626051033
13513,127,1,205.1,1,0.282226636302725
13514,74,1,152.2,1,0.6348906794902816
13515,73,4,891.12,0,0.7583627730821006
13516,22,3,1389.41,0,0.38440802708462907
13517,60,3,2128.42,0,0.8791265363474593
13518,86,1,627.16,1,0.7803777149272315
13519,79,1,122.75,1,0.7387995433605371
13521,2,3,1070.47,0,1.749618655923549
13522,31,1,125.8,1,1.2339628650364207
13523,34,5,3964.88,0,1.2981622562497745
13524,41,5,680.18,0,0.6495415184823039
13525,15,2,628.78,0,0.7345989911163585
13527,34,7,2242.36,2,1.178581153105107
13529,79,2,307.76,1,0.552722859481448
13531,206,2,483.8,1,0.7264014810220865
13532,34,1,210.31,1,1.0308732853882712
13533,183,3,269.09,1,0.8657740072288286
13534,3,25,5870.08,2,1.4028131908677617
13536,2,7,3444.39,2,1.160964663936376
13538,44,7,1280.85,0,1.0472242213834175
13539,86,3,631.34,0,0.8878231898922966
13544,40,2,276.06,1,0.9615494321218685
13546,13,3,621.09,0,0.6501732287307057
13548,97,2,678.16,1,0.879947953272256
13549,26,7,918.2,0,0.9602877458317771
13551,320,1,91.8,1,1.1146849117432096
13552,67,12,3740.07,2,1.4078362000030733
13555,74,4,4098.88,0,1.4255220333683412
13557,29,2,584.06,0,0.6042117953358199
13558,6,4,594.52,0,1.1815141230438482
13560,8,1,171.42,0,1.9470485720696664
13561,216,1,141.86,1,0.6684230454457449
13562,82,3,1799.33,0,0.9638302981850064
13563,85,2,777.53,0,0.9636325526441196
13564,355,2,1174.03,1,1.4835830827539873
13565,20,2,240.22,0,1.2073484475957184
13566,41,2,856.84,0,0.5574283679408323
13568,174,1,187.05,1,0.413294419749499
13569,18,2,337.12,0,0.9955381742995456
13570,244,1,239.49,1,0.5372471320499764
13571,13,12,2088.94,2,0.5982693369448089
13572,206,1,1384.25,1,1.3929240881006426
13573,51,2,290.25,1,0.8025333191508623
13575,24,5,732.07,0,0.5794411586796946
13576,11,18,6717.34,2,0.7850986317358404
13577,26,4,1687.6,0,0.5602518731090546
13579,15,2,467.04,0,0.861706688636045
13581,310,1,118.0,1,0.9546567296193643
13583,156,1,781.03,1,0.9049565921603764
13584,307,1,142.4,1,0.8547191104405185
13587,64,1,712.4,1,0.9718310575209985
13588,16,9,2478.95,2,0.5971385346480881
13589,15,2,379.65,0,0.9752649606403815
13590,12,6,1981.92,2,0.9949624460088022
13591,65,3,1117.13,0,0.6432997175733118
13592,36,4,247.96,0,1.100312155274409
13593,109,5,2011.88,0,1.306726800120952
13594,53,1,396.97,1,0.7651979982778222
13596,6,2,664.11,0,1.2252225424712144
13598,48,1,160.04,1,0.8624990820441917
13599,2,21,5149.92,2,1.344756356278827
13600,313,1,219.52,1,0.7266868183259242
13601,46,2,693.32,0,0.6433232388162607
13602,65,1,428.89,1,0.6705997568560378
13603,27,1,164.34,1,1.2421025870815736
13606,30,3,276.75,0,0.9668067997164214
13607,41,1,675.51,0,1.1384086955100308
13610,13,7,1082.33,0,1.1202769554295746
13611,90,3,1154.4,0,0.8880504150364285
13614,25,4,1585.46,0,0.5214464576923185
13615,319,1,417.69,1,0.8131083910862178
13617,41,3,544.18,0,0.5070026755663292
13618,174,1,177.34,1,0.44294462571614923
13621,117,1,213.85,1,0.26733451376575346
13623,31,5,727.74,0,0.5720420733898682
13626,253,1,257.23,1,0.5576334694883448
13627,60,5,1638.47,0,0.904029505738809
13629,24,11,7792.36,2,0.8105656769523327
13630,6,7,2031.78,2,0.8916023579508577
13631,100,11,3070.42,2,1.7200170243210016
13632,25,5,2118.93,0,0.8634624320720226
13634,34,5,1547.36,0,0.6931607875618444
13635,68,1,1071.03,1,1.2360230742251606
13636,37,5,949.12,0,0.5722209760655675
13637,53,3,803.05,0,0.48385146040340515
13638,16,1,122.64,1,1.6767787471610938
13639,75,1,1033.34,1,1.182778380252039
13642,216,1,312.28,1,0.46622178314636986
13643,32,3,519.44,0,0.47156256339313124
13644,17,4,2624.26,0,0.9598795921428649
13645,121,1,252.1,1,0.2038673503637466
13647,10,4,1648.12,0,0.9242554693503818
13649,257,2,346.6,1,0.7006463273090365
13650,17,6,1836.34,0,1.0143829285367634
13651,40,1,79.2,1,1.314548405919993
13652,46,3,1095.08,0,0.3921197439777256
13654,44,6,2707.33,0,1.200697805416705
13655,115,2,932.97,1,1.0912521285293086
13656,165,2,379.65,1,0.5309615534934053
13657,11,2,382.14,0,1.0936976595508117
13658,10,5,2639.17,2,1.0757799847216707
13659,206,2,1563.0,1,1.5263566282763814
13662,86,3,881.26,0,0.8354789721602217
13663,180,1,189.47,1,0.4220120618952967
13666,61,3,84.65,1,1.345784581218431
13667,150,1,299.05,1,0.2524224895228447
13668,3,21,6309.83,2,1.2265210910232804
13669,51,2,218.55,1,0.8132614909615605
13670,76,1,349.7,1,0.4927613638133139
13672,302,2,186.39,1,0.8172034988936906
13673,19,2,387.44,0,0.8939756887861205
13675,152,2,486.82,1,0.645937751121731
13678,152,1,232.6,1,0.25844309892594086
13680,2,4,3719.12,2,1.6192721516254864
13681,18,4,827.83,0,0.4350374370299455
13682,188,1,59.5,1,1.2403055192112957
13684,286,1,65.13,1,1.2900928264313962
13685,3,7,3119.44,2,0.9957366874804071
13686,183,1,72.0,1,1.0910475810395621
13689,64,1,910.0,1,1.1385336784958504
13690,60,1,172.25,1,0.6934759388901232
13692,25,3,1488.32,0,0.4018194298558038
13694,4,50,65039.62,2,3.1275964768479136
13695,32,15,2504.13,2,1.0324989472573645
13697,39,1,151.3,1,1.0174719433589063
13699,156,1,308.58,1,0.278577132144279
13700,27,10,2248.63,2,0.8825577233191149
13703,319,1,99.5,1,1.0653691320991685
13704,6,9,2308.06,2,0.6391645209413135
